reward choice,model guess,own guess,How much confidence do you have in the statistical model's estimates?,How much confidence do you have in your estimates?,The human advisor is dependable.,The computer advisor is reliable.,I believe the computer's advice was from a real algorithm.,I am confident in the human advisor.,The computer advisor is dependable.,I can trust the computer advisor.,This task would be much harder without an advisor.,I can trust the human advisor.,The human advisor is reliable.,I believe the human's advice was from a real person who was a past participant.,I am confident in the computer advisor.,I feel that the task was too easy.
10,40,80,2,2,1,4,2,2,4,4,2,2,2,4,4,2
