reward choice,model guess,own guess,How much confidence do you have in the statistical model's estimates?,How much confidence do you have in your estimates?,This task would be much harder without an advisor.,The computer advisor is reliable.,The computer advisor is dependable.,I believe the computer's advice was from a real algorithm.,I am confident in the computer advisor.,I am confident in the human advisor.,The human advisor is dependable.,I can trust the human advisor.,I can trust the computer advisor.,I believe the human's advice was from a real person who was a past participant.,I feel that the task was too easy.,The human advisor is reliable.
6,10,8,2,4,1,2,2,2,2,3,3,3,2,3,2,3
