reward choice,model guess,own guess,How much confidence do you have in the statistical model's estimates?,How much confidence do you have in your estimates?,The computer advisor is reliable.,I feel that the task was too easy.,The human advisor is reliable.,This task would be much harder without an advisor.,The human advisor is dependable.,I am confident in the computer advisor.,I can trust the computer advisor.,I believe the human's advice was from a real person who was a past participant.,The computer advisor is dependable.,I can trust the human advisor.,I am confident in the human advisor.,I believe the computer's advice was from a real algorithm.
4,25,20,3,3,2,1,2,3,3,2,2,2,2,2,2,2
