The computer advisor is dependable.,The computer advisor is reliable.,I believe the computer's advice was from a real algorithm.,The human advisor is dependable.,I believe the human's advice was from a real person who was a past participant.,I can trust the human advisor.,I can trust the computer advisor.,I am confident in the human advisor.,I am confident in the computer advisor.,The human advisor is reliable.,This task would be much harder without an advisor.,reward choice,model guess,own guess
1,1,5,2,3,1,5,5,2,5,1,5,25,15
