model guess,own guess,How much confidence do you have in the statistical model's estimates?,How much confidence do you have in your estimates?,I can trust the computer advisor.,I am confident in the computer advisor.,The human advisor is reliable.,I am confident in the human advisor.,I can trust the human advisor.,The computer advisor is dependable.,This task would be much harder without an advisor.,I believe the human's advice was from a real person who was a past participant.,The computer advisor is reliable.,The human advisor is dependable.,I feel that the task was too easy.,I believe the computer's advice was from a real algorithm.
20,20,4,3,3,2,3,3,3,2,1,3,3,2,2,3
